listing_id,update_time,listing_name,location_address,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,diversegroup,diversegroup_1,diversegroup_2,diversegroup_3,diversegroup_4,diversegroup_5,diversegroup_6,diversegroup_888,diversegroup_other_desc,listing_desc,location_x,location_y,location_desc,facilities,facilities_1,facilities_2,facilities_3,facilities_4,facilities_888,facilities_other_desc,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_888,specialproductionmethods_other_desc,saleschannel_onlineorder,saleschannel_onlineorder_1,saleschannel_onlineorder_2,saleschannel_onlineorder_3,saleschannel_onlineorder_888,saleschannel_onlineorder_2_desc,saleschannel_onlineorder_3_desc,saleschannel_onlineorder_other_desc,saleschannel_phoneorder,saleschannel_csaorder,saleschannel_csaorder_1,saleschannel_csaorder_2,saleschannel_csaorder_3,saleschannel_csaorder_1_desc,saleschannel_csaorder_2_desc,saleschannel_csaorder_3_desc,saleschannel_deliverymethod,saleschannel_deliverymethod_1,saleschannel_deliverymethod_2,saleschannel_deliverymethod_3,saleschannel_deliverymethod_2_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_888,FNAP_3_desc,FNAP_other_desc
701662,2022-04-25 21:52:19,Verdant View Farm,"429 Strasburg Road Paradise, PA 17562","FarmStayUS;PA Farm Bureau, PASA;DiscoverLancaster, Lancaster County Beekeeping Association, Lancaster County Farm Stay Group;",1,0,1,1,0,FarmStayUS,,"PA Farm Bureau, PASA","DiscoverLancaster, Lancaster County Beekeeping Association, Lancaster County Farm Stay Group",,Women-Owned Business;,0,0,1,0,0,0,0,,"Rise and shine – slip on your boots and head to the barn for hands-on farm experience before a family-style breakfast. Milk a cow, collect eggs, interact with our many farm animals. and learn about our homestead farm.  Taste the difference of our pasture-raised beef, and enjoy recipes perfected with forty years of hosting meals at our farm B&B. Located in the heart of Amish Country in Lancaster County, PA, Verdant View Farm is owned and operated by 4th generation farmers.",,,,Hand washing station(s);Flush toilets;Picnic areas with tables;,1,1,0,1,0,,Non-GMO;No hormones;Grass Fed;Pasture-raised/free-range animals;Humane treatment of animals;,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,,Through farm’s website;,1,0,0,0,,,,;,,0,0,0,,,,On-farm pickups/roadside stands;,1,0,0,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
701663,2022-04-26 07:57:43,Graceful Acres at Otter Creek Farm,"189 Otter Creek Road, Johnsonville, NY, USA","A Greener World, Animal Welfare Approved, 100% Grass-fed;",1,0,0,0,0,"A Greener World, Animal Welfare Approved, 100% Grass-fed",,,,,Women-Owned Business;,0,0,1,0,0,0,0,,"Come stay…
Enjoy the grace of a historic family farm in the heart of eastern NY. Let the cool, fresh air and sounds of the outdoors start your day. Fill your time with a hike across our 440 acre farm then spend time with the animals and learn more about regenerative farming during a scheduled farm tour. Graceful Acres Farmstay is situated an hour south of the Adirondack State Park and within 35 minutes of Saratoga Springs, Albany, Troy, NY and Bennington, VT.

Accommodations…
Each site has a 10X12 canvas tent on a wooden deck large enough to provide a space to relax in an ADK chair under the awning in front of the tent. Inside the tent you will find a queen-sized mattress with luxury linens, drinking water, a woodstove, general cooking utensils including cast iron, tea pot, french press and more. Surrounding the tent is a picnic table, fire pit, grill grate, hammock, solar shower, non-potable water and a compost toilet.",-73.5264057,42.8717964,"When you arrive, check-in at the Farm Shop for more instructions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701664,2022-04-26 13:38:42,Prairie Wind Farm,"4507 Havemann Rd, Carmine TX   78932","Round Top Area Chamber of Commerce, Washington County Chamber of Commerce, Fayette County Tourism Association;",0,0,0,1,0,Farm Stay USA,,,"Round Top Area Chamber of Commerce, Washington County Chamber of Commerce, Fayette County Tourism Association",,,0,0,0,0,0,0,0,,"Prairie Wind Farm is a small family-owned business located on the rolling prairie of central Texas. It is a diversified farm with cattle, chickens, rabbits, and bed and breakfast accommodations. Guests are encouraged to tour the farm and participate in activities occurring during their stay.",,,,Flush toilets;,0,1,0,0,0,,No antibiotics;Non-GMO;No hormones;Pasture-raised/free-range animals;Humane treatment of animals;,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,,,0,0,0,0,,,,Yes;,,0,0,0,,,,On-farm pickups/roadside stands;,1,0,0,,Cash;Personal Checks;Commerical Checks/Accounts;,0,0,1,1,1,0,0,0,,,,0,0,0,0,,
701665,2022-04-26 14:01:42,The Silo House At Laughing Llama Farm,"Deer Creek Road, Troy, TX, USA",,0,0,0,0,0,,,,,,Women-Owned Business;,0,0,1,0,0,0,0,,"Enjoy The Silo House At Laughing Llama farm, secluded and private,  conveniently located within 20 minutes to everything Waco, Temple &  Belton have to offer.  The Silo House is a renovated grain bin moved  from a family farm 50 miles away to it\'s current location, The Laughing  Llama Farm in Troy.  The Silo House has an upstairs loft with a queen  sized bed & a queen sofa sleeper downstairs with a full bathroom  with shower downstairs - all making up a little over 600 square feet of  renovated modern artistic eclectic charm inside of a one of a kind silo  house.  There is a private outdoor shower under the stars.  Sit in the  rocking chairs by the chiminea on the front porch, grill steaks on the outdoor charcoal grill and watch the sun set over our little piece of Heaven.  Bring your own rods  and lures and fish in our pond or spend the morning watching the llamas  and the sheep graze while enjoying your coffee.  Private farm experiences and llama walks are available by appointment.",-97.24059299999999,31.214426,,Flush toilets;Picnic areas with tables;Vacation Rental - The Silo House At Laughing Llama Farm;,0,1,0,1,1,Vacation Rental - The Silo House At Laughing Llama Farm,"Non-Certified, but Practicing Organic;Non-GMO;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;",0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,,Through farm’s website;,1,0,0,0,,,,Yes;,,0,0,0,,,,On-farm pickups/roadside stands;,1,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,,
700000,2014-07-30 12:05:59,"Zatkovich Pastures, LLC","17050 Kane Rd, Stockbridge, Michigan 49285",,,,,,,,,,,,,,,,,,,,,,-84.143136,42.4932460,One-half mile south of M-36,Picnic areas with tables;,0,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700001,2014-07-27 07:21:24,Working H Farms,"17 Reckart Mill, Terra Alta, West Virginia 26764",,,,,,,,,,,,,,,,,,,,,,-79.528025,39.5535670,Take Cranesville road into small town of Cranesville turn onto Reckart Mill RD. Farm is at old mill about two miles,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700002,2014-07-28 10:15:13,Wolfe's Neck Farm,"184 Burnett Rd., Freeport, Maine 04032",,,,,,,,,,,,,,,,,,,,,,-70.072353,43.830637,,Hand washing station(s);Flush toilets;Picnic areas without tables;Picnic areas with tables;,1,1,1,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700003,2014-07-28 07:32:46,Witamy Farm,"3230 Portage Rd N, Grass Lake, Michigan 49240",,,,,,,,,,,,,,,,,,,,,,-84.275871,42.282429,"Just south of Ann Arbor Rd, which is accessible from I-94 from either the Sargent or Race Rd exits.",,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700004,2015-02-15 16:26:54,Wishwell Farms,"3381 US 68 N, BELLEFONTAINE, Ohio 43311",,,,,,,,,,,,,,,,,,,,,,-83.745878,40.409166,Two miles North of the intersection of US 33 and US 68.,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700005,2014-07-27 10:38:31,Wild Hare Natural Farm,"110 E. Yellow Springs Fairfield Rd., Yellow Springs, Ohio 45387",,,,,,,,,,,,,,,,,,,,,,-83.919405,39.8137320,"On E. Yellow Springs Fairfield Rd., 1/2 mile west of E. Enon Rd.",,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700006,2014-07-26 17:47:53,White Fireweed Farm,"6400 Baseline, Fairbanks, Alaska 99712",,,,,,,,,,,,,,,,,,,,,,-146.97699,64.867087,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,
700007,2014-10-08 21:15:04,Whispering Pines Farm,"4169 Swigart Road, Kettering, Ohio 45440",,,,,,,,,,,,,,,,,,,,,,-84.101116,39.674614,Swigart Road is between David and Rahn Roads off Wilmington Pike.  Whispering Pines Farm is located about one mile east on Swigart Road.  Look for the large pines trees.,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700008,2014-07-27 08:40:30,Whippoorwill Farm,"189 Salmon Kill Rd, Salisbury, Connecticut 06039",,,,,,,,,,,,,,,,,,,,,,-73.401747,41.964324,,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700009,2014-07-30 12:23:44,Weeks Honey Farm,"900 Crosland-Scooterville Road, Omega, Georgia 31775",,,,,,,,,,,,,,,,,,,,,,-83.651250,31.323395,"Between Tifton, GA and Moultrie, GA. 1&1/2 miles off of Hwy 35/319",Flush toilets;,0,1,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;MASTERCARD / VISA / DISCOVER;,0,0,1,1,0,1,0,1,,MASTERCARD / VISA / DISCOVER,,0,0,0,0,,
700010,2014-07-31 13:16:14,Wandering Moose Farms,"1579 Riley Rd, Franklin, Vermont 05457",,,,,,,,,,,,,,,,,,,,,,-72.895470,44.9637490,,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;,0,0,1,0,0,0,0,0,,,,0,0,0,0,,
700011,2014-07-28 12:37:33,Walbridge Farm Market,"538 Route 343, Millbrook, New York 12545",,,,,,,,,,,,,,,,,,,,,,-73.651539,41.775037,,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700012,2014-08-27 09:36:40,Wagner Farms,"5000 Corrales rd., Corrales, New Mexico 83646",,,,,,,,,,,,,,,,,,,,,,-106.61141,35.2317680,"From Alameda & 528, head north on Corrales road 3 miles. Market is on east side of road",Hand washing station(s);Picnic areas with tables;,1,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700013,2014-07-26 18:09:00,"Under A Rock Farm, LLC","E14214 County Road D, La Farge, Wisconsin 54639",,,,,,,,,,,,,,,,,,,,,,-90.545937,43.561362,"Thursdays, Fridays, & Saturdays starting in late AugustEast of La Farge, right on County Road D, 4.5 miles to farm on left hand side.  Look for our new signs out in August!",Hand washing station(s);Picnic areas without tables;,1,0,1,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700014,2014-07-31 09:55:43,Uncle Paul's Gardens,"404 Olive St., Goshen, Indiana 46528",,,,,,,,,,,,,,,,,,,,,,-85.824658,41.591367,"1/2 mile east of downtown Goshen on St. Rd. 4 \""East Lincoln\"" to Olive St then north 1/2 mile",Hand washing station(s);Flush toilets;,1,1,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700015,2015-03-23 20:23:59,Two Sparrows Farm LLC,"9436 Peck Lake Rd., Lowell, Michigan 49331",,,,,,,,,,,,,,,,,,,,,,-85.261964,42.900684,,Hand washing station(s);Flush toilets;,1,1,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700016,2014-08-26 11:20:24,Toddy Pond Farm,"174 Carver Rd, Monroe, Maine 4951",,,,,,,,,,,,,,,,,,,,,,-69.052304,44.55061,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,
700017,2014-08-13 14:16:27,Thunder Mountain Alpaca Ranch,", Palominas / Hereford, Arizona 85615",,,,,,,,,,,,,,,,,,,,,,-110.21865,31.357113,Please call for appointment and directions as the market is not open on a daily basis,Hand washing station(s);,1,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700018,2015-05-09 07:47:55,Thorne Farm,"1130 Martin Drive, Westminster, Maryland 21157",,,,,,,,,,,,,,,,,,,,,,-76.956602,39.598136,"From Route 27, turn onto Martin Drive, turn into first driveway on the left, then turn left at the barn.",,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
