listing_id,update_time,listing_name,location_address,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,diversegroup,diversegroup_1,diversegroup_2,diversegroup_3,diversegroup_4,diversegroup_5,diversegroup_6,diversegroup_888,diversegroup_other_desc,establish_year,legal_status,listing_desc,location_x,location_y,location_desc,season_month_start,season_month_end,season_month,season_month_1,season_month_2,season_month_3,season_month_4,season_month_5,season_month_6,season_month_7,season_month_8,season_month_9,season_month_10,season_month_11,season_month_12,products,products_1,products_2,products_3,products_5,products_6,products_8,products_9,products_10,products_11,products_12,products_13,products_14,products_15,products_16,products_17,products_18,products_19,products_21,products_22,products_23,products_25,products_26,products_27,products_28,products_29,products_30,products_888,products_otherdesc,productslocality_fruits,productslocality_vegetables,productslocality_bakedgoods,productslocality_canfood,productslocality_coffee,productslocality_flowers,productslocality_dairyproducts,productslocality_beans,productslocality_eggs,productslocality_seafood,productslocality_herbs,productslocality_grains,productslocality_greenproducts,productslocality_honey,productslocality_juices,productslocality_mapleproducts,productslocality_mushrooms,productslocality_nuts,productslocality_petfood,productslocality_meat,productslocality_redmeat,productslocality_soap,productslocality_tofu,productslocality_trees,productslocality_wildproducts,productslocality_wine,productslocality_other,service_procurement,service_procurement_1,service_procurement_2,service_procurement_888,service_procurement_other_desc,service_opservice,service_opservice_1,service_opservice_2,service_opservice_3,service_opservice_4,service_opservice_5,service_opservice_6,service_opservice_7,service_opservice_8,service_opservice_9,service_opservice_10,service_opservice_11,service_opservice_12,service_opservice_13,service_opservice_11_desc,service_opservice_12_desc,service_opservice_13_desc,service_producer,service_producer_1,service_producer_2,service_producer_3,service_producer_4,service_producer_5,service_producer_6,service_producer_7,service_producer_8,service_producer_9,service_producer_10,service_producer_11,service_producer_12,service_producer_10_desc,service_producer_11_desc,service_producer_12_desc,service_community,service_community_1,service_community_5,service_community_6,service_community_7,service_community_8,service_community_9,service_community_10,service_community_11,service_community_12,service_community_13,service_community_14,service_community_15,service_community_16,service_community_14_desc,service_community_15_desc,service_community_16_desc,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_15,specialproductionmethods_16,specialproductionmethods_888,specialproductionmethods_other_desc,specialproductionmethods_gap_certify_entity,saleschannel_wholesale,saleschannel_wholesale_1,saleschannel_wholesale_2,saleschannel_wholesale_3,saleschannel_wholesale_4,saleschannel_wholesale_5,saleschannel_wholesale_6,saleschannel_wholesale_7,saleschannel_wholesale_8,saleschannel_wholesale_9,saleschannel_wholesale_10,saleschannel_wholesale_11,saleschannel_wholesale_12,saleschannel_wholesale_13,saleschannel_wholesale_14,saleschannel_wholesale_15,saleschannel_wholesale_16,saleschannel_wholesale_17,saleschannel_wholesale_15_desc,saleschannel_wholesale_16_desc,saleschannel_wholesale_17_desc,saleschannel_retail,saleschannel_retail_1,saleschannel_retail_2,saleschannel_retail_3,saleschannel_retail_4,saleschannel_retail_5,saleschannel_retail_6,saleschannel_retail_7,saleschannel_retail_8,saleschannel_retail_9,saleschannel_retail_10,saleschannel_retail_8_desc,saleschannel_retail_9_desc,saleschannel_retail_10_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_888,FNAP_3_desc,FNAP_other_desc
500043,2014-08-14 20:41:12,Washtenaw Food Hub,"4175 Whitmore Lake Rd., Ann Arbor, Michigan 48105",,,,,,,,,,,,,,,,,,,,,2011,LLC;,,-83.752158,42.3328983,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Herbs;Honey;,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,,,,,Exclusively local;,,,Exclusively local;,,,,,,,,,,,,,,Sell on a consignment basis;,0,1,0,,Aggregation;Production;Distribution;Shared use kitchen;Packaging/Repackaging;Product storage;Canning;Freezing;Cutting;,1,1,1,0,1,1,1,1,1,1,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;Production/post-harvest handling training;Food safety/GAP Training;,1,1,1,1,0,0,1,0,0,0,0,0,,,,Paid employment opportunities for youth;Nutrition/cooking education;Meal preparation;Subsidized farm shares;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,1,1,1,0,0,0,1,1,1,1,0,0,0,,,,"Non-Certified, but Practicing Organic;",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Small independent grocery stores;Restaurants;,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Food hub's own retail storefront;CSA shares;,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,
500044,2014-08-19 14:17:15,World PEAS Food Hub,"199 Crosby Street, Lowell, Massachusetts 01850",,,,,,,,,,,,,,,,,,,,,2005,Non-Profit;,,-71.304915,42.6326048,Enter mill building complex where Crosby Street dead ends. Food Hub is located at the very back with a white cooler on the left of drive and warehouse space in building adjacent to concrete loading dock.,2021-06,2021-10,June to October,0,0,0,0,0,1,1,1,1,1,0,0,Fresh fruits;Fresh vegetables;Coffee/tea;Cut flowers;Eggs;Herbs;Maple products;,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,Exclusively local;,Exclusively local;,,,Exclusively local;,,Exclusively local;,,,,,Exclusively local;,,,,,,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Production;Distribution;Packaging/Repackaging;Product storage;,1,1,1,0,0,1,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Transportation services;Provide farmer loans to improve their credit ratings;,1,1,1,1,1,0,1,0,1,1,0,0,Provide farmer loans to improve their credit ratings,,,Paid employment opportunities for youth;Food donations to local food pantries/banks;,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Good Agricultural Practices (GAP)-Certified;Good Handling Practices (GHP)-Certified;Integrated pest management;Pasture-raised/free-range animals;Fair labor practices, living wage, fair trade, etc.;",1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,,Non-USDA certifying entity;,Restaurants;Pre-K food service;K-12 school food service;Colleges/Universities;Senior care facilities;,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,,,,CSA shares;,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,
500045,2014-08-19 17:28:14,Wenatchee Valley Farmers Market Country Store,"7 N Worthen Suite 10, Wenatchee, Washington 98801",,,,,,,,,,,,,,,,,,,,,2013,,,-120.30753,47.4254934,Located in a rented space in the Pybus Public Market building next to the river.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,"Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;artisinal items such as knitting, jewelry, art, clothing, candles, woodcrafts;",1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,"artisinal items such as knitting, jewelry, art, clothing, candles, woodcrafts",Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,,,,Exclusively local;,Exclusively local;,Exclusively local;,,,,,Exclusively local;,Take ownership of the product;Sell on a consignment basis;,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Paid employment opportunities for youth;Food donations to local food pantries/banks;,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Food hub's own retail storefront;Farmers markets;Restaraunts inside the public market shop here;,0,0,1,0,1,0,0,1,0,0,Restaraunts inside the public market shop here,,,,,,,,,,,,,,SNAP;,0,1,0,0,,
500046,2014-08-21 13:26:22,Allen Market Place,"1629 E. Kalamazoo St., Lansing, Michigan 48912",,,,,,,,,,,,,,,,,,,,,2013,Non-Profit;,,-84.526380,42.7302387,Warehouse behind Allen Neighborhood Center. At the NorthWest corner of Shepard and E. Kalamazoo on Lansing's Eastside.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Juices/non-alcoholic ciders;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Wine/spirits/beer/hard cider;,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,,,,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,Exclusively local;,,,,Exclusively local;,Exclusively local;,,Sell on a consignment basis;,0,1,0,,Aggregation;Brokering;Shared use kitchen;Packaging/Repackaging;Product storage;Freezing;,1,0,0,1,1,1,1,0,1,0,0,0,0,,,,Marketing/promotional services;Demonstration/Incubator farm;Production/post-harvest handling training;Business management services/guidance;Paid consulting;Food safety/GAP Training;,1,0,1,1,1,1,1,0,0,0,0,0,,,,Nutrition/cooking education;Subsidized farm shares;Community awareness programs;Weekly food pantry of fresh bread and produce;Weekly year-round farmers market;Educational workshops on culinary skills and food business entrepreneurship;,0,1,0,0,0,0,1,0,1,0,1,1,1,Weekly food pantry of fresh bread and produce,Weekly year-round farmers market,Educational workshops on culinary skills and food business entrepreneurship,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Individuals,Buying clubs,,Buying clubs;On-line store;CSA shares;Mobile retail units/food trucks;,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,
500047,2014-08-21 23:38:38,Montana Co-op,"401 Main Street, Polson, Montana 59860",,,,,,,,,,,,,,,,,,,,,2013,Producer-Consumer Cooperative;,,-114.16277,47.6921422,Corner of Main St. and 4th Avenue.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,"Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;Wine/spirits/beer/hard cider;prepared smoothies, juices, and healthy foods.;",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"prepared smoothies, juices, and healthy foods.",Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,Both local and non-local;,,Both local and non-local;,Both local and non-local;,Both local and non-local;,Sell on a consignment basis;,0,1,0,,Aggregation;Production;Distribution;Brokering;Shared use kitchen;Packaging/Repackaging;Product storage;Canning;Freezing;Cutting;,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;Production/post-harvest handling training;Business management services/guidance;Paid consulting;Food safety/GAP Training;Liability insurance;Transportation services;,1,1,1,1,1,1,1,1,1,0,0,0,,,,Paid employment opportunities for youth;Nutrition/cooking education;Meal preparation;Health screenings;Transportation services for customers;Operating a mobile market;Subsidized farm shares;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,"Non-Certified, but Practicing Organic;Good Handling Practices (GHP)-Certified;Pasture-raised/free-range animals;",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,Buying clubs;On-line store;Food hub's own retail storefront;CSA shares;Farmers markets;Mobile retail units/food trucks;Farm stands;,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,
500048,2014-08-22 09:27:50,Global Growers Network,"1763 Big Valley Way, Stone Mountain, Georgia 30083",,,,,,,,,,,,,,,,,,,,,2009,Non-Profit;,,-84.201311,33.739206,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Herbs;,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,,,,,,,Exclusively local;,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500049,2016-12-12 13:46:03,Brown Market Shares Program,"Brown University, Providence, Rhode Island 02912",,,,,,,,,,,,,,,,,,,,,2006,,,-71.402548,41.8267718,,2021-02,2021-12,February to December,0,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Eggs;Herbs;Honey;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,,Exclusively local;,,,Exclusively non-local;,,Exclusively non-local;,Exclusively non-local;,,,Exclusively local;,Exclusively local;,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;,1,1,0,0,0,0,0,0,0,0,0,0,,,,Nutrition/cooking education;Subsidized farm shares;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,0,1,1,1,1,0,0,0,,,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Good Agricultural Practices (GAP)-Certified;Integrated pest management;Grass Fed;Pasture-raised/free-range animals;",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,,Non-USDA certifying entity;,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,CSA shares;,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500050,2014-08-24 12:33:22,Milton's Local,"3811 Castlewood Rd., Richmond, Virginia 23234",,,,,,,,,,,,,,,,,,,,,2012,LLC;,,-77.448056,37.4715856,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Poultry/fowl meat and products;Red/other non-poultry meat and products;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Exclusively local;,Exclusively local;,,,,,,,Take ownership of the product;Sell on a consignment basis;,1,1,0,,Aggregation;Distribution;Brokering;Product storage;,1,0,1,1,0,0,1,0,0,0,0,0,0,,,,Marketing/promotional services;Business management services/guidance;Liability insurance;Transportation services;,1,0,0,0,1,0,0,1,1,0,0,0,,,,Paid employment opportunities for youth;,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,No antibiotics;,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,Small independent grocery stores;Food retail cooperatives;Restaurants;Colleges/Universities;Hospitals;,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,Buying clubs;CSA shares;,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500051,2014-08-24 21:50:36,New Hope Farm,"5161 Lamb Rd, Rapid City, South Dakota 57703",,,,,,,,,,,,,,,,,,,,,1991,,,-103.13776,44.0092409,"On Hwy 79 South, take a left at the Landfill and take a left onto Old Folsom Rd - at 3 miles past Forest Products take a left onto Lamb Rd; go over the hill and across the RR tracks - farm on the right",2021-04,2021-11,April to November,0,0,0,1,1,1,1,1,1,1,1,0,Fresh fruits;Fresh vegetables;Baked goods;Dry beans;Herbs;,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Both local and non-local;,Both local and non-local;,Both local and non-local;,,,,,Both local and non-local;,,,Both local and non-local;,,,,,,,,,,,,,,,,,Raise own crops and buy from other farmers that don't have enough to sell at Farmers Markets;,0,0,1,Raise own crops and buy from other farmers that don't have enough to sell at Farmers Markets,Production;Distribution;Packaging/Repackaging;Product storage;,0,1,1,0,0,1,1,0,0,0,0,0,0,,,,Marketing/promotional services;,1,0,0,0,0,0,0,0,0,0,0,0,,,,Nutrition/cooking education;Food donations to local food pantries/banks;,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Restaurants;,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Farmers markets;,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,
500052,2014-08-25 16:03:09,Philadelphia Wholesale Produce Market,"6700 Essington Avenue, Philadelphia, Pennsylvania 19153",,,,,,,,,,,,,,,,,,,,,2011,Publicly owned;,,-75.220557,39.9097834,"Off Interstate 95, near the airportSee our website at www.pwpm.net for directions",2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Herbs;Mushrooms;,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Exclusively non-local;,Exclusively non-local;,,,,,,,,,Exclusively non-local;,,,,,,Exclusively non-local;,,,,,,,,,,,,0,0,0,,Brokering;Packaging/Repackaging;Product storage;,0,0,0,1,0,1,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Paid employment opportunities for youth;Food donations to local food pantries/banks;,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,Buying clubs;On-line store;Food hub's own retail storefront;CSA shares;Farmers markets;Mobile retail units/food trucks;Farm stands;,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500053,2014-08-25 17:19:38,"Painted Hills Natural Beef, Inc.","600 Stone Cabin Court, Fossil, Oregon 97830",,,,,,,,,,,,,,,,,,,,,1997,,,-120.22218,44.9978464,Off John Day Hwy (19) between mile posts 57 & 58.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Red/other non-poultry meat and products;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Exclusively non-local;,,,,,,,Take ownership of the product;,1,0,0,,Production;,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;,1,1,0,0,0,0,0,0,0,0,0,0,,,,Paid employment opportunities for youth;,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Grass Fed;NO ADDED HORMONES, NO ANTIBIOTICS, PASTURE RAISED and fed a 100% VEGETARIAN DIET;",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"NO ADDED HORMONES, NO ANTIBIOTICS, PASTURE RAISED and fed a 100% VEGETARIAN DIET",,Distributors;Food processors;,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,On-line store;,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500054,2014-08-25 17:39:33,Next Generation Foods,"2640 Hoffman Rd., Olivehurst, California 95961",,,,,,,,,,,,,,,,,,,,,2006,S Corp;,,-121.51741,39.0154957,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Canned or preserved fruits/vegetables;Grains/flour;Nuts;,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,Exclusively local;,,,,,,,,Exclusively local;,,,,,,Exclusively local;,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500055,2014-08-25 17:49:19,Blue Ridge Local,"13200 Willow Run Drive, Elkwood, Virginia 22718",,,,,,,,,,,,,,,,,,,,,2011,LLC;,,-77.849525,38.5203406,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,,,,,,,,,,,,,,,,,,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Product storage;,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Transportation services;,1,1,0,1,1,0,1,0,1,0,0,0,,,,Paid employment opportunities for youth;Food donations to local food pantries/banks;,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Large supermarkets/supercenters;Small independent grocery stores;Distributors;Food processors;Hospitals;,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500056,2014-08-26 11:42:32,The Brown Egg Company,"10706 Cox Ferry Rd., Bentonia, Mississippi 39040",,,,,,,,,,,,,,,,,,,,,2002,LLC;,,-90.477535,32.6127332,10 miles down hwy. 433 west,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Eggs;,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Exclusively non-local;,,,,,,,,,,,,,,,,,,,,0,0,0,,Production;,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Food donations to local food pantries/banks;,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Small independent grocery stores;Food retail cooperatives;Restaurants;Caterers/bakeries;,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,Farmers markets;,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500057,2014-08-26 17:45:52,coulter farms,", honey grove, Pennsylvania",,,,,,,,,,,,,,,,,,,,,2012,Producer Cooperative;,,-77.552211,40.4023025,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh vegetables;Baked goods;Dairy products;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,Exclusively local;,Exclusively local;,,,,Exclusively local;,,Exclusively local;,,Exclusively local;,,,Exclusively local;,,,,,,Exclusively local;,Exclusively local;,,,,,,,Take ownership of the product;,1,0,0,,Production;Distribution;,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Paid employment opportunities for youth;,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,No antibiotics;Grass Fed;Pasture-raised/free-range animals;,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,Small independent grocery stores;Restaurants;,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Buying clubs;On-line store;Farmers markets;Farm stands;,1,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
